Scenario,Weight,Algorithm,Time (ms),Expansions,Generations,Open,Quality,Path
6/10 (192195) to (496405),2,CA*,29.3076,6526,12319,637,12.2742,5196
6/10 (192195) to (496405),5,A*,19.2742,3668,9382,1107,13.408,5676
6/10 (192195) to (496405),5,CA*,17.2704,3685,7322,715,13.238,5604
6/10 (192195) to (496405),10,A*,13.7525,2769,6780,1147,13.6584,5782
6/10 (192195) to (496405),10,CA*,12.5175,2766,5535,752,13.4553,5696
7/10 (10482) to (48915),1,A*,885.135,114245,206745,1403,9.92919,8364
7/10 (10482) to (48915),1,CA*,755.355,114230,197481,1311,9.92919,8364
7/10 (10482) to (48915),2,A*,78.6252,14131,31700,1721,10.556,8892
7/10 (10482) to (48915),2,CA*,67.8201,13960,25805,1123,10.499,8844
7/10 (10482) to (48915),5,A*,50.1999,9041,21020,1929,11.1187,9366
7/10 (10482) to (48915),5,CA*,45.6796,9027,16306,1180,11.0783,9332
7/10 (10482) to (48915),10,A*,43.9646,8265,18222,1965,11.4511,9646
7/10 (10482) to (48915),10,CA*,39.5875,8251,14867,1189,11.3633,9572
8/10 (48516) to (5475),1,A*,784.854,99930,186521,991,9.93035,8342
8/10 (48516) to (5475),1,CA*,666.07,99914,177652,950,9.93035,8342
8/10 (48516) to (5475),2,A*,95.4578,17716,36675,1885,10.4232,8756
8/10 (48516) to (5475),2,CA*,82.7888,17635,32292,1290,10.4041,8740
8/10 (48516) to (5475),5,A*,73.6487,12925,34546,2017,11.9064,10002
8/10 (48516) to (5475),5,CA*,60.4958,12828,24346,1311,11.8302,9938
8/10 (48516) to (5475),10,A*,62.5142,11231,29208,2101,12.1588,10214
8/10 (48516) to (5475),10,CA*,52.4216,11182,21170,1350,12.0683,10138
9/10 (456506) to (9739),1,A*,1193.33,143845,256413,1132,9.88163,8314
9/10 (456506) to (9739),1,CA*,1048.3,143979,243455,1112,9.88876,8320
9/10 (456506) to (9739),2,A*,166.262,27503,63529,1725,10.59,8910
9/10 (456506) to (9739),2,CA*,147.771,27586,51075,1293,10.5591,8884
9/10 (456506) to (9739),5,A*,58.4905,10739,24354,1804,11.1011,9340
9/10 (456506) to (9739),5,CA*,54.1927,10753,20688,1139,12.0495,10138
9/10 (456506) to (9739),10,A*,40.311,7848,16809,1832,12.5654,10572
9/10 (456506) to (9739),10,CA*,38.5948,7849,15088,1172,12.4822,10502
10/10 (511285) to (21779),1,A*,87.17,16810,30608,834,9.91323,5122
10/10 (511285) to (21779),1,CA*,78.9293,16774,28497,670,9.91323,5122
10/10 (511285) to (21779),2,A*,20.4286,4430,9452,829,11.0048,5686
10/10 (511285) to (21779),2,CA*,18.4294,4452,7963,591,11.0048,5686
10/10 (511285) to (21779),5,A*,7.34288,1640,3789,1010,11.5312,5958
10/10 (511285) to (21779),5,CA*,6.46958,1636,3050,665,11.4616,5922
10/10 (511285) to (21779),10,A*,6.76942,1387,3808,1102,11.0551,5712
10/10 (511285) to (21779),10,CA*,5.69883,1382,2777,697,11.0242,5696
1/10 (741502) to (743502),1,A*,0.029125,3,12,9,10,20
1/10 (741502) to (743502),1,CA*,0.017417,3,5,2,10,20
1/10 (741502) to (743502),2,A*,0.018583,3,12,9,10,20
1/10 (741502) to (743502),2,CA*,0.013709,3,5,2,10,20
1/10 (741502) to (743502),5,A*,0.026459,3,12,9,10,20
1/10 (741502) to (743502),5,CA*,0.01775,3,5,2,10,20
1/10 (741502) to (743502),10,A*,0.025209,3,12,9,10,20
1/10 (741502) to (743502),10,CA*,0.018167,3,5,2,10,20
2/10 (142487) to (141488),1,A*,0.019708,2,9,7,9.89949,14
2/10 (142487) to (141488),1,CA*,0.014209,2,4,2,9.89949,14
2/10 (142487) to (141488),2,A*,0.016792,2,9,7,9.89949,14
2/10 (142487) to (141488),2,CA*,0.0135,2,4,2,9.89949,14
2/10 (142487) to (141488),5,A*,0.015208,2,9,7,9.89949,14
2/10 (142487) to (141488),5,CA*,0.008833,2,4,2,9.89949,14
2/10 (142487) to (141488),10,A*,0.017792,2,9,7,9.89949,14
2/10 (142487) to (141488),10,CA*,0.0135,2,4,2,9.89949,14
3/10 (951176) to (948176),1,A*,0.03275,4,15,11,10,30
3/10 (951176) to (948176),1,CA*,0.02125,4,8,4,10,30
3/10 (951176) to (948176),2,A*,0.03025,4,15,11,10,30
3/10 (951176) to (948176),2,CA*,0.026417,4,8,4,10,30
3/10 (951176) to (948176),5,A*,0.024958,4,15,11,10,30
3/10 (951176) to (948176),5,CA*,0.019125,4,8,4,10,30
3/10 (951176) to (948176),10,A*,0.022875,4,15,11,10,30
3/10 (951176) to (948176),10,CA*,0.022042,4,8,4,10,30
4/10 (331488) to (923121),1,A*,326.039,55484,105617,1259,9.93675,8138
4/10 (331488) to (923121),1,CA*,280.35,54980,96263,1196,9.93675,8138
4/10 (331488) to (923121),2,A*,19.8045,4096,9580,1900,10.8501,8886
4/10 (331488) to (923121),2,CA*,16.7866,4086,7706,1175,10.8012,8846
4/10 (331488) to (923121),5,A*,16.1963,3264,8711,1946,11.4191,9352
4/10 (331488) to (923121),5,CA*,13.5609,3283,6336,1203,11.3556,9300
4/10 (331488) to (923121),10,A*,17.1588,3446,9083,2005,11.761,9632
4/10 (331488) to (923121),10,CA*,14.2276,3440,6611,1239,11.6486,9540
5/10 (891786) to (157709),1,A*,327.372,49563,110468,1036,9.96536,8136
5/10 (891786) to (157709),1,CA*,275.547,49458,93765,1009,9.96536,8136
5/10 (891786) to (157709),2,A*,94.1181,15716,43199,1598,11.3151,9238
5/10 (891786) to (157709),2,CA*,80.0999,15751,30254,1175,11.1682,9118
5/10 (891786) to (157709),5,A*,80.252,15654,31902,1615,11.8712,9692
5/10 (891786) to (157709),5,CA*,76.4844,15670,29470,1204,11.7242,9572
5/10 (891786) to (157709),10,A*,78.2447,15632,30636,1623,11.9741,9776
5/10 (891786) to (157709),10,CA*,75.4976,15646,29352,1200,11.7879,9624
6/10 (981660) to (371349),1,A*,579.715,84585,169139,1711,9.93481,8132
6/10 (981660) to (371349),1,CA*,615.498,84440,154500,1647,9.93481,8132
6/10 (981660) to (371349),2,A*,67.5745,12883,29699,1827,11.9506,9782
6/10 (981660) to (371349),2,CA*,57.0875,12819,23236,1128,11.9115,9750
6/10 (981660) to (371349),5,A*,44.1067,8580,21618,1989,12.9842,10628
6/10 (981660) to (371349),5,CA*,38.457,8575,16364,1275,12.9255,10580
6/10 (981660) to (371349),10,A*,34.9635,7087,17057,2015,13.2212,10822
6/10 (981660) to (371349),10,CA*,31.2615,7089,13523,1273,13.1381,10754
7/10 (6947) to (10021012),1,A*,2757.3,301484,591491,2237,9.9313,16224
7/10 (6947) to (10021012),1,CA*,0.013292,3,3,0,0,0
7/10 (6947) to (10021012),2,A*,134.044,26128,56994,3916,11.8877,19420
7/10 (6947) to (10021012),2,CA*,0.017958,3,3,0,0,0
7/10 (6947) to (10021012),5,A*,64.9136,12163,31606,4149,12.5084,20434
7/10 (6947) to (10021012),5,CA*,0.013833,3,3,0,0,0
7/10 (6947) to (10021012),10,A*,48.9763,9688,24414,4228,12.6504,20666
7/10 (6947) to (10021012),10,CA*,0.01575,3,3,0,0,0
8/10 (761000) to (98224),1,A*,2709.54,293241,560188,3231,9.92535,16200
8/10 (761000) to (98224),1,CA*,2259.19,293166,518171,3171,9.92902,16206
8/10 (761000) to (98224),2,A*,225.716,41292,86015,3916,11.0858,18094
8/10 (761000) to (98224),2,CA*,196.036,41370,72331,2585,11.0502,18036
8/10 (761000) to (98224),5,A*,186.35,32234,82048,4074,13.5316,22086
8/10 (761000) to (98224),5,CA*,157.397,32217,60859,2737,13.4458,21946
8/10 (761000) to (98224),10,A*,327.689,54755,132208,4195,15.9283,25998
8/10 (761000) to (98224),10,CA*,283.358,54709,102850,2862,15.7641,25730
9/10 (90988) to (91321),1,A*,3405.29,350100,666256,3309,9.91356,16182
9/10 (90988) to (91321),1,CA*,2785.09,347681,610270,3316,9.91723,16188
9/10 (90988) to (91321),2,A*,477.138,75994,157476,3382,11.9659,19532
9/10 (90988) to (91321),2,CA*,405.619,75504,132807,2374,11.9156,19450
9/10 (90988) to (91321),5,A*,361.413,57992,141729,4021,14.5438,23740
9/10 (90988) to (91321),5,CA*,307.478,57936,107313,2730,14.5279,23714
9/10 (90988) to (91321),10,A*,320.792,53868,123640,4270,15.1858,24788
9/10 (90988) to (91321),10,CA*,281.994,53846,99248,2860,14.9935,24474
10/10 (606837) to (635487),1,A*,127.58,23961,52019,937,9.9444,4480
10/10 (606837) to (635487),1,CA*,113.893,23929,44033,825,9.9444,4480
10/10 (606837) to (635487),2,A*,34.8315,6585,16072,1054,11.0987,5000
10/10 (606837) to (635487),2,CA*,31.0842,6594,12231,719,11.0276,4968
10/10 (606837) to (635487),5,A*,16.3082,3172,7395,1150,12.6392,5694
10/10 (606837) to (635487),5,CA*,14.679,3202,6284,726,12.6081,5680
10/10 (606837) to (635487),10,A*,11.1253,2290,5076,1150,13.6514,6150
10/10 (606837) to (635487),10,CA*,10.4981,2294,4515,724,13.4249,6048
1/10 (46349) to (46347),1,A*,0.021959,3,9,6,10,20
1/10 (46349) to (46347),1,CA*,0.009625,3,4,1,10,20
1/10 (46349) to (46347),2,A*,0.014125,3,9,6,10,20
1/10 (46349) to (46347),2,CA*,0.008917,3,4,1,10,20
1/10 (46349) to (46347),5,A*,0.015208,3,9,6,10,20
1/10 (46349) to (46347),5,CA*,0.016208,3,4,1,10,20
1/10 (46349) to (46347),10,A*,0.014833,3,9,6,10,20
1/10 (46349) to (46347),10,CA*,0.009167,3,4,1,10,20
2/10 (389140) to (387140),1,A*,0.01825,3,12,9,10,20
2/10 (389140) to (387140),1,CA*,0.011917,3,5,2,10,20
2/10 (389140) to (387140),2,A*,0.016,3,12,9,10,20
2/10 (389140) to (387140),2,CA*,0.009416,3,5,2,10,20
2/10 (389140) to (387140),5,A*,0.018458,3,12,9,10,20
2/10 (389140) to (387140),5,CA*,0.011875,3,5,2,10,20
2/10 (389140) to (387140),10,A*,0.014917,3,12,9,10,20
2/10 (389140) to (387140),10,CA*,0.009375,3,5,2,10,20
3/10 (109423) to (108422),1,A*,0.010334,2,9,7,9.89949,14
3/10 (109423) to (108422),1,CA*,0.007084,2,4,2,9.89949,14
3/10 (109423) to (108422),2,A*,0.012958,2,9,7,9.89949,14
3/10 (109423) to (108422),2,CA*,0.011208,2,4,2,9.89949,14
3/10 (109423) to (108422),5,A*,0.012083,2,9,7,9.89949,14
3/10 (109423) to (108422),5,CA*,0.01,2,4,2,9.89949,14
3/10 (109423) to (108422),10,A*,0.010709,2,9,7,9.89949,14
3/10 (109423) to (108422),10,CA*,0.006833,2,4,2,9.89949,14
4/10 (88301) to (361420),1,A*,172.247,30888,58989,384,9.89941,5792
4/10 (88301) to (361420),1,CA*,157.704,30839,51948,373,9.90967,5798
4/10 (88301) to (361420),2,A*,58.1037,11858,24824,953,10.3438,6052
4/10 (88301) to (361420),2,CA*,51.2648,11743,19558,693,10.313,6034
4/10 (88301) to (361420),5,A*,26.2233,5996,11197,905,10.8497,6348
4/10 (88301) to (361420),5,CA*,24.9809,5978,9631,693,10.8497,6348
4/10 (88301) to (361420),10,A*,23.6808,5490,10140,898,10.9796,6424
4/10 (88301) to (361420),10,CA*,22.7636,5478,8811,678,10.8394,6342
5/10 (370168) to (19242),1,A*,415.476,59037,93861,578,9.93642,5812
5/10 (370168) to (19242),1,CA*,372.04,58963,89807,553,9.93642,5812
5/10 (370168) to (19242),2,A*,263.13,41093,71432,817,10.251,5996
5/10 (370168) to (19242),2,CA*,238.545,40604,61465,686,10.2373,5988
5/10 (370168) to (19242),5,A*,145.625,25633,50371,751,10.569,6182
5/10 (370168) to (19242),5,CA*,130.525,25527,41039,609,10.5519,6172
5/10 (370168) to (19242),10,A*,76.2025,14742,27587,666,10.7297,6276
5/10 (370168) to (19242),10,CA*,71.307,14714,23491,525,10.6784,6246
6/10 (316127) to (504419),1,A*,149.401,29170,47901,636,9.89627,5788
6/10 (316127) to (504419),1,CA*,143.622,29114,45534,612,9.89627,5788
6/10 (316127) to (504419),2,A*,75.7882,15033,26573,995,9.92362,5804
6/10 (316127) to (504419),2,CA*,71.1552,15026,24299,717,9.92362,5804
6/10 (316127) to (504419),5,A*,50.6448,8578,21236,1160,10.5152,6150
6/10 (316127) to (504419),5,CA*,43.489,8575,16352,802,10.481,6130
6/10 (316127) to (504419),10,A*,37.3446,6578,15704,1245,11.4111,6674
6/10 (316127) to (504419),10,CA*,32.5829,6535,12487,849,11.3086,6614
7/10 (137379) to (418130),1,A*,1076.62,133983,239553,545,9.90331,11584
7/10 (137379) to (418130),1,CA*,931.934,134010,215828,462,9.90844,11590
7/10 (137379) to (418130),2,A*,790.72,104099,193014,607,10.2932,12040
7/10 (137379) to (418130),2,CA*,684.434,104069,165449,531,10.2778,12022
7/10 (137379) to (418130),5,A*,275.083,48495,90250,1492,11.0438,12918
7/10 (137379) to (418130),5,CA*,253.936,48569,76446,1189,11.0455,12920
7/10 (137379) to (418130),10,A*,245.597,44283,78778,1776,11.3806,13312
7/10 (137379) to (418130),10,CA*,229.363,44325,69449,1368,11.2421,13150
8/10 (136380) to (420121),1,A*,1076.02,133954,240542,524,9.90426,11582
8/10 (136380) to (420121),1,CA*,933.886,133985,217047,450,9.90939,11588
8/10 (136380) to (420121),2,A*,793.087,104425,194850,635,10.3079,12054
8/10 (136380) to (420121),2,CA*,688.189,104360,166938,572,10.2925,12036
8/10 (136380) to (420121),5,A*,277.935,48852,91896,1583,11.0501,12922
8/10 (136380) to (420121),5,CA*,258.475,48903,77744,1273,11.0638,12938
8/10 (136380) to (420121),10,A*,246.763,44679,79976,1712,11.4213,13356
8/10 (136380) to (420121),10,CA*,232.046,44703,70486,1310,11.2896,13202
9/10 (102126) to (403252),1,A*,938.454,124992,212258,881,9.88558,11570
9/10 (102126) to (403252),1,CA*,832.554,124870,195834,785,9.88558,11570
9/10 (102126) to (403252),2,A*,599.905,82838,146604,964,10.3709,12138
9/10 (102126) to (403252),2,CA*,538.603,82893,126838,722,10.3436,12106
9/10 (102126) to (403252),5,A*,394.257,59146,110291,1477,11.2509,13168
9/10 (102126) to (403252),5,CA*,351.041,59109,94726,1163,11.1911,13098
9/10 (102126) to (403252),10,A*,312.856,50647,90522,1489,11.4389,13388
9/10 (102126) to (403252),10,CA*,287.307,50646,79837,1072,11.3791,13318
10/10 (155147) to (284492),1,A*,211.701,40149,63604,772,9.91714,6976
10/10 (155147) to (284492),1,CA*,199.026,39945,60949,761,9.92567,6982
10/10 (155147) to (284492),2,A*,115.614,22122,40928,984,10.3038,7248
10/10 (155147) to (284492),2,CA*,105.534,22078,36352,799,10.2896,7238
10/10 (155147) to (284492),5,A*,71.0375,13846,31560,1191,10.9833,7726
10/10 (155147) to (284492),5,CA*,63.9132,13860,24562,899,10.9663,7714
10/10 (155147) to (284492),10,A*,58.662,11649,24889,1351,11.3245,7966
10/10 (155147) to (284492),10,CA*,52.6351,11626,20521,1010,11.2506,7914
1/10 (879130) to (877132),1,A*,0.027666,3,14,11,9.89949,28
1/10 (879130) to (877132),1,CA*,0.02125,3,7,4,9.89949,28
1/10 (879130) to (877132),2,A*,0.021292,3,14,11,9.89949,28
1/10 (879130) to (877132),2,CA*,0.014958,3,7,4,9.89949,28
1/10 (879130) to (877132),5,A*,0.0215,3,14,11,9.89949,28
1/10 (879130) to (877132),5,CA*,0.01375,3,7,4,9.89949,28
1/10 (879130) to (877132),10,A*,0.030083,3,14,11,9.89949,28
1/10 (879130) to (877132),10,CA*,0.015917,3,7,4,9.89949,28
2/10 (923138) to (921141),1,A*,0.028917,4,19,15,9.92575,38
2/10 (923138) to (921141),1,CA*,0.01975,4,10,6,9.92575,38
2/10 (923138) to (921141),2,A*,0.028083,4,19,15,9.92575,38
2/10 (923138) to (921141),2,CA*,0.019667,4,10,6,9.92575,38
2/10 (923138) to (921141),5,A*,0.029166,4,19,15,9.92575,38
2/10 (923138) to (921141),5,CA*,0.018541,4,10,6,9.92575,38
2/10 (923138) to (921141),10,A*,0.026,4,19,15,9.92575,38
2/10 (923138) to (921141),10,CA*,0.029541,4,10,6,9.92575,38
3/10 (536455) to (537455),1,A*,0.015375,2,9,7,10,10
3/10 (536455) to (537455),1,CA*,0.01575,2,2,0,10,10
3/10 (536455) to (537455),2,A*,0.01475,2,9,7,10,10
3/10 (536455) to (537455),2,CA*,0.007041,2,2,0,10,10
3/10 (536455) to (537455),5,A*,0.015166,2,9,7,10,10
3/10 (536455) to (537455),5,CA*,0.01625,2,2,0,10,10
3/10 (536455) to (537455),10,A*,0.019709,2,9,7,10,10
3/10 (536455) to (537455),10,CA*,0.006625,2,2,0,10,10
4/10 (549700) to (64751),1,A*,187.267,32376,71899,1357,9.96814,7170
4/10 (549700) to (64751),1,CA*,165.219,32325,63239,1325,9.96814,7170
4/10 (549700) to (64751),2,A*,9.46571,1877,5595,1713,10.9135,7850
4/10 (549700) to (64751),2,CA*,8.04012,1890,4119,1226,10.9024,7842
4/10 (549700) to (64751),5,A*,5.71108,1201,3318,1731,11.4084,8206
4/10 (549700) to (64751),5,CA*,5.09967,1208,2821,1342,11.3862,8190
4/10 (549700) to (64751),10,A*,5.32313,1101,3152,1794,11.8784,8544
4/10 (549700) to (64751),10,CA*,4.66392,1099,2634,1340,11.82,8502
5/10 (14391) to (632159),1,A*,17.3265,3922,8485,1396,9.95382,7108
5/10 (14391) to (632159),1,CA*,15.26,3922,7911,930,9.95382,7108
5/10 (14391) to (632159),2,A*,7.56079,1549,4210,1480,10.8613,7756
5/10 (14391) to (632159),2,CA*,6.16858,1553,3047,886,10.8164,7724
5/10 (14391) to (632159),5,A*,7.25788,1552,3888,1493,11.0853,7916
5/10 (14391) to (632159),5,CA*,6.10908,1563,2991,917,11.0489,7890
5/10 (14391) to (632159),10,A*,7.48775,1547,3810,1495,11.1693,7976
5/10 (14391) to (632159),10,CA*,6.29454,1559,2980,918,11.1049,7930
6/10 (495323) to (747936),1,A*,252.356,42367,85164,1918,9.9494,7154
6/10 (495323) to (747936),1,CA*,222.738,42365,83039,1881,9.9494,7154
6/10 (495323) to (747936),2,A*,10.7387,1981,6064,1895,11.0676,7958
6/10 (495323) to (747936),2,CA*,8.66583,1963,4173,1127,11.0342,7934
6/10 (495323) to (747936),5,A*,6.58829,1316,3804,1938,11.5571,8310
6/10 (495323) to (747936),5,CA*,5.66308,1311,2932,1195,11.4876,8260
6/10 (495323) to (747936),10,A*,5.59267,1119,3381,1942,11.6322,8364
6/10 (495323) to (747936),10,CA*,4.74458,1116,2564,1206,11.571,8320
7/10 (291016) to (91058),1,A*,302.156,53470,106924,3333,9.86257,14102
7/10 (291016) to (91058),1,CA*,264.032,53457,100928,2943,9.86257,14102
7/10 (291016) to (91058),2,A*,58.374,10239,27241,3489,10.492,15002
7/10 (291016) to (91058),2,CA*,48.8548,10281,20438,1944,10.464,14962
7/10 (291016) to (91058),5,A*,31.4584,5560,15487,3489,11.3103,16172
7/10 (291016) to (91058),5,CA*,28.0854,5569,11458,2196,11.2851,16136
7/10 (291016) to (91058),10,A*,24.7343,4523,12562,3537,11.3424,16218
7/10 (291016) to (91058),10,CA*,20.9217,4523,9437,2210,11.2991,16156
8/10 (1171015) to (101685),1,A*,1157.49,149728,283536,2307,9.90433,14160
8/10 (1171015) to (101685),1,CA*,984.034,149708,274977,2177,9.90433,14160
8/10 (1171015) to (101685),2,A*,24.0072,4783,12423,3534,10.5185,15038
8/10 (1171015) to (101685),2,CA*,19.7697,4711,9395,2039,10.4793,14982
8/10 (1171015) to (101685),5,A*,17.2082,3353,9592,3730,11.148,15938
8/10 (1171015) to (101685),5,CA*,14.5098,3394,7033,2107,11.12,15898
8/10 (1171015) to (101685),10,A*,19.0712,3624,9654,3667,11.7677,16824
8/10 (1171015) to (101685),10,CA*,17.1777,3796,7770,2247,11.7313,16772
9/10 (1111012) to (101181),1,A*,1117.47,144916,275155,2369,9.90433,14174
9/10 (1111012) to (101181),1,CA*,948.733,144896,266474,2231,9.90433,14174
9/10 (1111012) to (101181),2,A*,23.1783,4637,11999,3505,10.5234,15060
9/10 (1111012) to (101181),2,CA*,19.1283,4631,9259,2022,10.5011,15028
9/10 (1111012) to (101181),5,A*,14.6745,2845,8360,3572,11.1048,15892
9/10 (1111012) to (101181),5,CA*,12.4604,2872,6112,2030,11.0699,15842
9/10 (1111012) to (101181),10,A*,13.5526,2526,7494,3610,11.3522,16246
9/10 (1111012) to (101181),10,CA*,11.7894,2615,5606,2069,11.2809,16144
10/10 (77065) to (365411),1,A*,403.438,57197,107690,1155,9.93517,6082
10/10 (77065) to (365411),1,CA*,347.026,57065,104830,1130,9.93517,6082
10/10 (77065) to (365411),2,A*,24.8416,5011,10283,1495,10.1443,6210
10/10 (77065) to (365411),2,CA*,22.6302,4973,9131,973,10.1051,6186
10/10 (77065) to (365411),5,A*,23.6782,4436,11215,1548,10.3991,6366
10/10 (77065) to (365411),5,CA*,20.8002,4420,8440,986,10.3338,6326
10/10 (77065) to (365411),10,A*,21.937,4184,10227,1654,12.8102,7842
10/10 (77065) to (365411),10,CA*,19.6073,4192,7998,1042,12.7579,7810
1/10 (83241) to (82243),1,A*,0.026417,3,14,11,9.94113,24
1/10 (83241) to (82243),1,CA*,0.015541,3,7,4,9.94113,24
1/10 (83241) to (82243),2,A*,0.020666,3,14,11,9.94113,24
1/10 (83241) to (82243),2,CA*,0.014458,3,7,4,9.94113,24
1/10 (83241) to (82243),5,A*,0.026958,3,14,11,9.94113,24
1/10 (83241) to (82243),5,CA*,0.015834,3,7,4,9.94113,24
1/10 (83241) to (82243),10,A*,0.020625,3,14,11,9.94113,24
1/10 (83241) to (82243),10,CA*,0.016333,3,7,4,9.94113,24
2/10 (363169) to (362171),1,A*,0.02125,3,14,11,9.94113,24
2/10 (363169) to (362171),1,CA*,0.01325,3,7,4,9.94113,24
2/10 (363169) to (362171),2,A*,0.02475,3,14,11,9.94113,24
2/10 (363169) to (362171),2,CA*,0.014291,3,7,4,9.94113,24
2/10 (363169) to (362171),5,A*,0.019084,3,14,11,9.94113,24
2/10 (363169) to (362171),5,CA*,0.014167,3,7,4,9.94113,24
2/10 (363169) to (362171),10,A*,0.019167,3,14,11,9.94113,24
2/10 (363169) to (362171),10,CA*,0.020209,3,7,4,9.94113,24
3/10 (416368) to (417367),1,A*,0.014625,2,9,7,9.89949,14
3/10 (416368) to (417367),1,CA*,0.010417,2,4,2,9.89949,14
3/10 (416368) to (417367),2,A*,0.016292,2,9,7,9.89949,14
3/10 (416368) to (417367),2,CA*,0.009625,2,4,2,9.89949,14
3/10 (416368) to (417367),5,A*,0.022417,2,9,7,9.89949,14
3/10 (416368) to (417367),5,CA*,0.009667,2,4,2,9.89949,14
3/10 (416368) to (417367),10,A*,0.015291,2,9,7,9.89949,14
3/10 (416368) to (417367),10,CA*,0.010583,2,4,2,9.89949,14
4/10 (32409) to (47063),1,A*,104.378,19634,39853,1005,9.88197,6034
4/10 (32409) to (47063),1,CA*,95.3877,19604,37084,938,9.88197,6034
4/10 (32409) to (47063),2,A*,8.80783,1669,4555,1355,10.0523,6138
4/10 (32409) to (47063),2,CA*,7.34642,1699,3423,796,10.0261,6122
4/10 (32409) to (47063),5,A*,9.75413,1846,4930,1404,10.2685,6270
4/10 (32409) to (47063),5,CA*,8.32858,1827,3767,828,10.1702,6210
4/10 (32409) to (47063),10,A*,9.6995,1946,5035,1419,10.2685,6270
4/10 (32409) to (47063),10,CA*,8.62975,1940,4000,847,10.1702,6210
5/10 (683120) to (286370),1,A*,222.332,36192,67381,610,9.88971,6042
5/10 (683120) to (286370),1,CA*,197.268,36256,64937,596,9.94536,6076
5/10 (683120) to (286370),2,A*,11.9021,2640,5605,1239,10.3218,6306
5/10 (683120) to (286370),2,CA*,10.81,2681,4773,766,10.3775,6340
5/10 (683120) to (286370),5,A*,8.15325,1741,4451,1284,10.6623,6514
5/10 (683120) to (286370),5,CA*,7.14046,1756,3343,781,10.7278,6554
5/10 (683120) to (286370),10,A*,7.96617,1696,4354,1296,10.79,6592
5/10 (683120) to (286370),10,CA*,6.91587,1705,3264,788,10.8227,6612
6/10 (288270) to (260763),1,A*,215.619,37633,84033,977,9.90606,6050
6/10 (288270) to (260763),1,CA*,193.985,37616,71038,867,9.90606,6050
6/10 (288270) to (260763),2,A*,25.1359,4730,13564,1383,10.5348,6434
6/10 (288270) to (260763),2,CA*,20.7478,4707,9323,833,10.4431,6378
6/10 (288270) to (260763),5,A*,12.1507,2614,6076,1456,11.4714,7006
6/10 (288270) to (260763),5,CA*,11.612,2621,5265,1023,11.4157,6972
6/10 (288270) to (260763),10,A*,9.73304,2111,4943,1450,11.7334,7166
6/10 (288270) to (260763),10,CA*,9.32879,2117,4315,995,11.6449,7112
7/10 (103) to (758739),1,A*,934.738,120592,231443,2117,9.89653,12052
7/10 (103) to (758739),1,CA*,790.177,120591,220253,1990,9.89653,12052
7/10 (103) to (758739),2,A*,27.7707,5459,13887,2964,10.3038,12548
