Scenario,Weight,Algorithm,Time (ms),Expansions,Generations,Open,Quality,Path
7/10 (14187) to (510479),5,CA*,235.044,40131,75103,1262,10.651,11588
7/10 (14187) to (510479),10,A*,231.429,36802,79837,1745,11.6327,12656
7/10 (14187) to (510479),10,CA*,212.085,36838,69419,1290,11.1198,12098
8/10 (510503) to (14212),1,A*,1489.2,151816,266631,582,9.91786,10758
8/10 (510503) to (14212),1,CA*,1268.47,151750,242528,418,9.91786,10758
8/10 (510503) to (14212),2,A*,925.093,101902,176192,782,10.2497,11118
8/10 (510503) to (14212),2,CA*,773.187,101684,154151,603,10.1834,11046
8/10 (510503) to (14212),5,A*,476.227,65285,136828,1360,10.4231,11306
8/10 (510503) to (14212),5,CA*,407.317,65205,106625,958,10.3512,11228
8/10 (510503) to (14212),10,A*,370.389,55518,110721,1583,10.4415,11326
8/10 (510503) to (14212),10,CA*,327.275,55519,88931,1099,10.3641,11242
9/10 (14427) to (511193),1,A*,1591.52,160189,292217,599,9.91506,10786
9/10 (14427) to (511193),1,CA*,1379.07,160183,259806,421,9.91506,10786
9/10 (14427) to (511193),2,A*,922.007,104764,183665,971,10.3177,11224
9/10 (14427) to (511193),2,CA*,800.929,104762,161366,700,10.3011,11206
9/10 (14427) to (511193),5,A*,483.118,65681,145567,1422,10.5144,11438
9/10 (14427) to (511193),5,CA*,408.66,65742,112105,985,10.485,11406
9/10 (14427) to (511193),10,A*,357.136,52524,108969,1443,10.588,11518
9/10 (14427) to (511193),10,CA*,314.914,52618,87272,973,10.553,11480
10/10 (127132) to (114316),1,A*,187.021,32825,56473,593,9.88071,5560
10/10 (127132) to (114316),1,CA*,180.655,32825,54608,528,9.89137,5566
10/10 (127132) to (114316),2,A*,128.736,24449,44071,778,10.0655,5664
10/10 (127132) to (114316),2,CA*,123.739,24421,41046,615,10.062,5662
10/10 (127132) to (114316),5,A*,116.144,22472,40204,942,10.4494,5880
10/10 (127132) to (114316),5,CA*,111.84,22502,36957,697,10.4387,5874
10/10 (127132) to (114316),10,A*,112.719,22019,38529,1023,10.6875,6014
10/10 (127132) to (114316),10,CA*,109.977,22040,36081,765,10.6413,5988
1/10 (138105) to (139107),1,A*,0.028416,3,14,11,9.94113,24
1/10 (138105) to (139107),1,CA*,0.027042,3,7,4,9.94113,24
1/10 (138105) to (139107),2,A*,0.028583,3,14,11,9.94113,24
1/10 (138105) to (139107),2,CA*,0.020833,3,7,4,9.94113,24
1/10 (138105) to (139107),5,A*,0.021709,3,14,11,9.94113,24
1/10 (138105) to (139107),5,CA*,0.015,3,7,4,9.94113,24
1/10 (138105) to (139107),10,A*,0.024084,3,14,11,9.94113,24
1/10 (138105) to (139107),10,CA*,0.024208,3,7,4,9.94113,24
2/10 (66641) to (64638),1,A*,0.033583,4,19,15,9.92575,38
2/10 (66641) to (64638),1,CA*,0.021,4,10,6,9.92575,38
2/10 (66641) to (64638),2,A*,0.028041,4,19,15,9.92575,38
2/10 (66641) to (64638),2,CA*,0.023042,4,10,6,9.92575,38
2/10 (66641) to (64638),5,A*,0.035833,4,19,15,9.92575,38
2/10 (66641) to (64638),5,CA*,0.0295,4,10,6,9.92575,38
2/10 (66641) to (64638),10,A*,0.028625,4,19,15,9.92575,38
2/10 (66641) to (64638),10,CA*,0.020292,4,10,6,9.92575,38
3/10 (36876) to (37578),1,A*,0.060459,8,30,22,9.96369,78
3/10 (36876) to (37578),1,CA*,0.05025,8,22,14,9.96369,78
3/10 (36876) to (37578),2,A*,0.048375,8,30,22,9.96369,78
3/10 (36876) to (37578),2,CA*,0.047625,8,22,14,9.96369,78
3/10 (36876) to (37578),5,A*,0.055125,8,30,22,9.96369,78
3/10 (36876) to (37578),5,CA*,0.043041,8,22,14,9.96369,78
3/10 (36876) to (37578),10,A*,0.059292,8,30,22,9.96369,78
3/10 (36876) to (37578),10,CA*,0.052666,8,22,14,9.96369,78
4/10 (222172) to (606564),1,A*,563.686,83304,144349,700,9.87494,7110
4/10 (222172) to (606564),1,CA*,478.658,83408,141484,689,9.88328,7116
4/10 (222172) to (606564),2,A*,73.1032,14017,29577,1532,10.1805,7330
4/10 (222172) to (606564),2,CA*,64.5089,13980,26994,1038,10.1444,7304
4/10 (222172) to (606564),5,A*,81.3009,13583,34386,1904,11.1416,8022
4/10 (222172) to (606564),5,CA*,69.6441,13426,25382,1237,11.0555,7960
4/10 (222172) to (606564),10,A*,79.4469,13367,31581,1961,11.2805,8122
4/10 (222172) to (606564),10,CA*,70.2292,13307,24722,1236,11.1388,8020
5/10 (678483) to (280764),1,A*,419.907,66683,118130,969,9.89491,7140
5/10 (678483) to (280764),1,CA*,389.574,66664,112805,868,9.90323,7146
5/10 (678483) to (280764),2,A*,124.503,19532,44229,1137,10.5629,7622
5/10 (678483) to (280764),2,CA*,109.075,19408,36538,894,10.5269,7596
5/10 (678483) to (280764),5,A*,57.6412,10330,23224,1451,11.533,8322
5/10 (678483) to (280764),5,CA*,53.8385,10349,20202,1032,11.4443,8258
5/10 (678483) to (280764),10,A*,39.6248,7474,16529,1491,11.8933,8582
5/10 (678483) to (280764),10,CA*,37.6362,7476,14585,1055,11.7686,8492
6/10 (255613) to (11834),1,A*,90.5974,17282,36043,1761,9.91687,7146
6/10 (255613) to (11834),1,CA*,82.571,17152,29613,1260,9.91687,7146
6/10 (255613) to (11834),2,A*,16.946,3403,8944,1774,10.7134,7720
6/10 (255613) to (11834),2,CA*,14.1398,3392,6660,1078,10.6135,7648
6/10 (255613) to (11834),5,A*,19.752,3831,10168,2038,11.8375,8530
6/10 (255613) to (11834),5,CA*,17.2233,3905,7571,1275,11.7376,8458
6/10 (255613) to (11834),10,A*,23.7661,4537,11519,2084,12.2511,8828
6/10 (255613) to (11834),10,CA*,21.5727,4566,8504,1276,12.0041,8650
7/10 (76694) to (98697),1,A*,1377.38,173739,286665,385,9.9259,14332
7/10 (76694) to (98697),1,CA*,1261.54,173660,278492,380,9.9259,14332
7/10 (76694) to (98697),2,A*,848.971,113160,207462,1370,10.3248,14908
7/10 (76694) to (98697),2,CA*,740.987,112448,190388,1125,10.2805,14844
7/10 (76694) to (98697),5,A*,394.518,54113,130186,2116,11.2224,16204
7/10 (76694) to (98697),5,CA*,336.654,54036,97446,1483,11.1878,16154
7/10 (76694) to (98697),10,A*,336.807,47657,108198,2275,11.3512,16390
7/10 (76694) to (98697),10,CA*,286.524,47622,84957,1545,11.2155,16194
8/10 (65703) to (72798),1,A*,689.4,101630,198665,892,9.91789,14304
8/10 (65703) to (72798),1,CA*,594.793,101596,181426,888,9.92205,14310
8/10 (65703) to (72798),2,A*,378.782,58647,123526,1829,10.8567,15658
8/10 (65703) to (72798),2,CA*,315.198,58448,101228,1290,10.7721,15536
8/10 (65703) to (72798),5,A*,333.819,50817,121023,2455,11.851,17092
8/10 (65703) to (72798),5,CA*,282.2,50549,92123,1654,11.7137,16894
8/10 (65703) to (72798),10,A*,302.1,47859,107262,2567,12.5693,18128
8/10 (65703) to (72798),10,CA*,262.635,47800,86417,1716,12.4057,17892
9/10 (73764) to (59833),1,A*,1263.66,159917,296165,440,9.94029,14346
9/10 (73764) to (59833),1,CA*,1105.77,159832,271705,427,9.94029,14346
9/10 (73764) to (59833),2,A*,404.044,60058,127827,1932,11.1113,16036
9/10 (73764) to (59833),2,CA*,343.554,59722,106236,1319,10.9672,15828
9/10 (73764) to (59833),5,A*,261.037,42012,88299,2845,12.31,17766
9/10 (73764) to (59833),5,CA*,228.263,42061,73311,1959,12.1631,17554
9/10 (73764) to (59833),10,A*,230.8,40106,78595,2972,13.1179,18932
9/10 (73764) to (59833),10,CA*,210.738,40130,68526,2023,12.9114,18634
10/10 (33820) to (755278),1,A*,296.882,47667,93870,1147,9.91178,8800
10/10 (33820) to (755278),1,CA*,262.23,47666,82673,931,9.91178,8800
10/10 (33820) to (755278),2,A*,196.457,32146,73099,1274,10.288,9134
10/10 (33820) to (755278),2,CA*,170.741,32176,57432,910,10.2609,9110
10/10 (33820) to (755278),5,A*,162.398,29726,61544,1506,10.8466,9630
10/10 (33820) to (755278),5,CA*,150.881,29607,53749,1038,10.7655,9558
10/10 (33820) to (755278),10,A*,161.268,30179,60139,1545,10.8466,9630
10/10 (33820) to (755278),10,CA*,151.666,30194,53736,1065,10.7655,9558
1/10 (200206) to (203208),1,A*,0.033625,4,19,15,9.92575,38
1/10 (200206) to (203208),1,CA*,0.021291,4,10,6,9.92575,38
1/10 (200206) to (203208),2,A*,0.026667,4,19,15,9.92575,38
1/10 (200206) to (203208),2,CA*,0.019917,4,10,6,9.92575,38
1/10 (200206) to (203208),5,A*,0.025958,4,19,15,9.92575,38
1/10 (200206) to (203208),5,CA*,0.020834,4,10,6,9.92575,38
1/10 (200206) to (203208),10,A*,0.036625,4,19,15,9.92575,38
1/10 (200206) to (203208),10,CA*,0.024625,4,10,6,9.92575,38
2/10 (197312) to (195315),1,A*,0.030791,4,19,15,9.92575,38
2/10 (197312) to (195315),1,CA*,0.01825,4,10,6,9.92575,38
2/10 (197312) to (195315),2,A*,0.024666,4,19,15,9.92575,38
2/10 (197312) to (195315),2,CA*,0.017792,4,10,6,9.92575,38
2/10 (197312) to (195315),5,A*,0.023042,4,19,15,9.92575,38
2/10 (197312) to (195315),5,CA*,0.018208,4,10,6,9.92575,38
2/10 (197312) to (195315),10,A*,0.024292,4,19,15,9.92575,38
2/10 (197312) to (195315),10,CA*,0.017084,4,10,6,9.92575,38
3/10 (449470) to (447471),1,A*,0.027458,3,14,11,9.94113,24
3/10 (449470) to (447471),1,CA*,0.023708,3,7,4,9.94113,24
3/10 (449470) to (447471),2,A*,0.0235,3,14,11,9.94113,24
3/10 (449470) to (447471),2,CA*,0.019709,3,7,4,9.94113,24
3/10 (449470) to (447471),5,A*,0.020041,3,14,11,9.94113,24
3/10 (449470) to (447471),5,CA*,0.01325,3,7,4,9.94113,24
3/10 (449470) to (447471),10,A*,0.019542,3,14,11,9.94113,24
3/10 (449470) to (447471),10,CA*,0.014958,3,7,4,9.94113,24
4/10 (32686) to (2105),1,A*,18.4166,3724,8811,760,9.95871,3668
4/10 (32686) to (2105),1,CA*,16.7516,3662,6889,650,9.95871,3668
4/10 (32686) to (2105),2,A*,4.49092,773,2274,732,10.3714,3820
4/10 (32686) to (2105),2,CA*,3.02271,697,1544,544,10.2845,3788
4/10 (32686) to (2105),5,A*,2.01746,414,1210,755,10.7243,3950
4/10 (32686) to (2105),5,CA*,2.3855,421,1016,572,10.6809,3934
4/10 (32686) to (2105),10,A*,2.12033,396,1175,759,10.9415,4030
4/10 (32686) to (2105),10,CA*,1.66604,402,982,569,10.6809,3934
5/10 (350148) to (182417),1,A*,106.565,17423,35753,650,9.90102,3646
5/10 (350148) to (182417),1,CA*,85.9622,17360,32663,614,9.90102,3646
5/10 (350148) to (182417),2,A*,3.53071,714,2137,892,10.14,3734
5/10 (350148) to (182417),2,CA*,3.04333,709,1544,532,10.1183,3726
5/10 (350148) to (182417),5,A*,3.03779,506,1648,910,10.6125,3908
5/10 (350148) to (182417),5,CA*,2.08937,501,1161,541,10.5093,3870
5/10 (350148) to (182417),10,A*,2.33233,443,1497,916,10.6125,3908
5/10 (350148) to (182417),10,CA*,2.31254,448,1069,542,10.5093,3870
6/10 (338296) to (7392),1,A*,46.0642,8979,18139,720,9.90425,3682
6/10 (338296) to (7392),1,CA*,40.5533,8973,16802,543,9.90425,3682
6/10 (338296) to (7392),2,A*,7.51063,1066,2646,915,10.2486,3810
6/10 (338296) to (7392),2,CA*,4.34804,1068,2221,546,10.2055,3794
6/10 (338296) to (7392),5,A*,4.44025,851,2710,942,10.6628,3964
6/10 (338296) to (7392),5,CA*,3.61467,849,1831,544,10.5767,3932
6/10 (338296) to (7392),10,A*,3.93517,768,2484,951,10.6628,3964
6/10 (338296) to (7392),10,CA*,3.278,756,1657,546,10.5767,3932
7/10 (51013) to (7453),1,A*,281.498,44189,85814,1111,9.90061,7318
7/10 (51013) to (7453),1,CA*,242.922,44186,83126,993,9.90061,7318
7/10 (51013) to (7453),2,A*,47.953,8624,18598,1769,10.4445,7720
7/10 (51013) to (7453),2,CA*,41.9268,8633,16086,1105,10.4228,7704
7/10 (51013) to (7453),5,A*,44.4614,7258,19641,1788,11.4213,8442
7/10 (51013) to (7453),5,CA*,36.9697,7241,14135,1089,11.3374,8380
7/10 (51013) to (7453),10,A*,41.2666,6937,17883,1832,11.8272,8742
7/10 (51013) to (7453),10,CA*,38.6113,6932,13590,1105,11.7352,8674
8/10 (51126) to (27507),1,A*,113.87,20521,40772,1483,9.90139,7316
8/10 (51126) to (27507),1,CA*,100.911,20519,39038,1087,9.90139,7316
8/10 (51126) to (27507),2,A*,6.13933,1243,3820,1824,10.2262,7556
8/10 (51126) to (27507),2,CA*,5.17308,1255,2778,1013,10.2154,7548
8/10 (51126) to (27507),5,A*,4.43313,867,3068,1873,10.6485,7868
8/10 (51126) to (27507),5,CA*,3.69088,866,2048,1017,10.5835,7820
8/10 (51126) to (27507),10,A*,3.97817,764,2827,1884,10.6755,7888
8/10 (51126) to (27507),10,CA*,3.0505,762,1867,1016,10.5835,7820
9/10 (49944) to (0495),1,A*,192.891,33373,63600,1526,9.89857,7322
9/10 (49944) to (0495),1,CA*,170.87,33354,61217,1324,9.89857,7322
9/10 (49944) to (0495),2,A*,41.7524,7159,17253,1778,10.8909,8056
9/10 (49944) to (0495),2,CA*,35.3734,7130,14085,1102,10.8692,8040
9/10 (49944) to (0495),5,A*,31.8746,5177,14279,1913,11.6398,8610
9/10 (49944) to (0495),5,CA*,26.4795,5152,10431,1140,11.5668,8556
9/10 (49944) to (0495),10,A*,25.8454,4330,11638,1956,11.8913,8796
9/10 (49944) to (0495),10,CA*,23.4032,4321,8801,1169,11.8102,8736
10/10 (450306) to (31196),1,A*,51.3195,9237,19317,1225,9.96525,4646
10/10 (450306) to (31196),1,CA*,42.5721,9235,18328,1001,9.96525,4646
10/10 (450306) to (31196),2,A*,5.22675,1031,3100,1069,10.3599,4830
10/10 (450306) to (31196),2,CA*,4.61783,1032,2294,766,10.3427,4822
10/10 (450306) to (31196),5,A*,3.83308,797,2198,1085,11.1364,5192
10/10 (450306) to (31196),5,CA*,3.30908,798,1828,755,11.1192,5184
10/10 (450306) to (31196),10,A*,3.58937,713,2030,1084,11.1364,5192
10/10 (450306) to (31196),10,CA*,2.93725,714,1665,751,11.1192,5184
1/10 (346224) to (347226),1,A*,0.026583,3,14,11,9.94113,24
1/10 (346224) to (347226),1,CA*,0.02225,3,7,4,9.94113,24
1/10 (346224) to (347226),2,A*,0.032083,3,14,11,9.94113,24
1/10 (346224) to (347226),2,CA*,0.017042,3,7,4,9.94113,24
1/10 (346224) to (347226),5,A*,0.021292,3,14,11,9.94113,24
1/10 (346224) to (347226),5,CA*,0.016625,3,7,4,9.94113,24
1/10 (346224) to (347226),10,A*,0.023084,3,14,11,9.94113,24
1/10 (346224) to (347226),10,CA*,0.028166,3,7,4,9.94113,24
2/10 (189112) to (187113),1,A*,0.025875,3,14,11,9.94113,24
2/10 (189112) to (187113),1,CA*,0.026208,3,7,4,9.94113,24
2/10 (189112) to (187113),2,A*,0.020875,3,14,11,9.94113,24
2/10 (189112) to (187113),2,CA*,0.014208,3,7,4,9.94113,24
2/10 (189112) to (187113),5,A*,0.028208,3,14,11,9.94113,24
2/10 (189112) to (187113),5,CA*,0.022209,3,7,4,9.94113,24
2/10 (189112) to (187113),10,A*,0.022042,3,14,11,9.94113,24
2/10 (189112) to (187113),10,CA*,0.015875,3,7,4,9.94113,24
3/10 (691195) to (691197),1,A*,0.019833,3,12,9,10,20
3/10 (691195) to (691197),1,CA*,0.019625,3,5,2,10,20
3/10 (691195) to (691197),2,A*,0.028209,3,12,9,10,20
3/10 (691195) to (691197),2,CA*,0.015083,3,5,2,10,20
3/10 (691195) to (691197),5,A*,0.02,3,12,9,10,20
3/10 (691195) to (691197),5,CA*,0.015292,3,5,2,10,20
3/10 (691195) to (691197),10,A*,0.027541,3,12,9,10,20
3/10 (691195) to (691197),10,CA*,0.021625,3,5,2,10,20
4/10 (296358) to (50641),1,A*,361.023,54979,92109,540,9.91383,7818
4/10 (296358) to (50641),1,CA*,325.259,54970,87543,496,9.91383,7818
4/10 (296358) to (50641),2,A*,249.397,36330,70356,602,10.1573,8010
4/10 (296358) to (50641),2,CA*,221.725,36237,60549,544,10.1269,7986
4/10 (296358) to (50641),5,A*,67.8462,12335,26640,1180,10.9384,8626
4/10 (296358) to (50641),5,CA*,63.2891,12317,23268,896,10.9105,8604
4/10 (296358) to (50641),10,A*,57.1177,10630,22137,1259,11.2301,8856
4/10 (296358) to (50641),10,CA*,56.5292,10596,20051,919,11.0323,8700
5/10 (336505) to (28937),1,A*,501.644,77202,156218,477,9.90625,7832
5/10 (336505) to (28937),1,CA*,446.136,77161,136307,446,9.91384,7838
5/10 (336505) to (28937),2,A*,139.592,24144,58055,1226,10.7967,8536
5/10 (336505) to (28937),2,CA*,122.377,24166,45168,924,10.8043,8542
5/10 (336505) to (28937),5,A*,100.358,18314,37557,1810,11.9604,9456
5/10 (336505) to (28937),5,CA*,93.8385,18300,33505,1432,11.9679,9462
5/10 (336505) to (28937),10,A*,91.8915,17058,33082,1832,12.3803,9788
5/10 (336505) to (28937),10,CA*,87.38,17027,30588,1424,12.2892,9716
6/10 (564713) to (23543),1,A*,413.108,57462,116754,983,9.93273,7858
6/10 (564713) to (23543),1,CA*,361.439,57405,103295,971,9.93273,7858
6/10 (564713) to (23543),2,A*,65.1695,11712,28735,1587,10.4358,8256
6/10 (564713) to (23543),2,CA*,54.3957,11578,21283,1119,10.4156,8240
6/10 (564713) to (23543),5,A*,36.4997,7178,17254,1697,11.5279,9120
6/10 (564713) to (23543),5,CA*,33.9044,7281,14101,1265,11.6215,9194
6/10 (564713) to (23543),10,A*,32.4316,6526,15294,1709,11.6948,9252
6/10 (564713) to (23543),10,CA*,29.7258,6518,12537,1245,11.6468,9214
7/10 (22392) to (758731),1,A*,2288.2,233435,411129,1475,9.95772,15702
7/10 (22392) to (758731),1,CA*,1928.58,233432,387794,1447,9.97167,15724
7/10 (22392) to (758731),2,A*,369.35,57071,110152,2381,10.9001,17188
7/10 (22392) to (758731),2,CA*,323.997,56755,94487,1862,10.8481,17106
7/10 (22392) to (758731),5,A*,263.462,41038,87683,2903,12.1456,19152
7/10 (22392) to (758731),5,CA*,231.596,40899,71126,2049,11.9769,18886
7/10 (22392) to (758731),10,A*,228.601,36140,72036,3080,12.0213,18956
7/10 (22392) to (758731),10,CA*,207.804,36138,61905,2107,11.9401,18828
8/10 (194112) to (727657),1,A*,3522.85,305102,554011,1547,9.92778,15656
8/10 (194112) to (727657),1,CA*,2961.73,305098,509518,1492,9.94173,15678
8/10 (194112) to (727657),2,A*,1172.15,142596,258182,1340,11.9506,18846
8/10 (194112) to (727657),2,CA*,992.21,140923,224562,1302,11.8783,18732
8/10 (194112) to (727657),5,A*,427.186,67514,136864,2705,13.1631,20758
8/10 (194112) to (727657),5,CA*,379.423,67406,112547,1945,13.0476,20576
8/10 (194112) to (727657),10,A*,346.919,57563,106642,2895,12.8346,20240
8/10 (194112) to (727657),10,CA*,325.269,57542,93972,2023,12.7585,20120
9/10 (21793) to (691710),1,A*,3183.94,284923,519980,1672,9.92477,15662
9/10 (21793) to (691710),1,CA*,2785.19,284921,477929,1510,9.93871,15684
9/10 (21793) to (691710),2,A*,967.393,137903,270293,3063,10.2289,16142
9/10 (21793) to (691710),2,CA*,851.912,138268,231358,2365,10.2074,16108
9/10 (21793) to (691710),5,A*,395.711,62204,130176,3025,13.2503,20910
9/10 (21793) to (691710),5,CA*,353.072,62013,106716,2107,13.1046,20680
9/10 (21793) to (691710),10,A*,356.03,57437,116106,3318,14.7256,23238
9/10 (21793) to (691710),10,CA*,330.495,57438,97983,2234,14.59,23024
10/10 (169549) to (40382),1,A*,923.279,121575,224287,768,9.91369,8644
10/10 (169549) to (40382),1,CA*,803.486,121406,203968,746,9.91369,8644
10/10 (169549) to (40382),2,A*,151.803,27791,59652,1305,10.9688,9564
10/10 (169549) to (40382),2,CA*,132.415,27659,47256,1047,10.9138,9516
10/10 (169549) to (40382),5,A*,128.992,24043,51899,1863,12.1203,10568
10/10 (169549) to (40382),5,CA*,117.528,23960,42063,1404,12.04,10498
10/10 (169549) to (40382),10,A*,108.491,20626,41461,2001,14.8269,12928
10/10 (169549) to (40382),10,CA*,100.643,20557,35159,1503,14.6297,12756
1/10 (760479) to (759478),1,A*,0.023292,2,9,7,9.89949,14
1/10 (760479) to (759478),1,CA*,0.015958,2,4,2,9.89949,14
1/10 (760479) to (759478),2,A*,0.012625,2,9,7,9.89949,14
1/10 (760479) to (759478),2,CA*,0.010209,2,4,2,9.89949,14
1/10 (760479) to (759478),5,A*,0.012166,2,9,7,9.89949,14
1/10 (760479) to (759478),5,CA*,0.0155,2,4,2,9.89949,14
1/10 (760479) to (759478),10,A*,0.015708,2,9,7,9.89949,14
1/10 (760479) to (759478),10,CA*,0.009666,2,4,2,9.89949,14
2/10 (50530) to (51532),1,A*,0.022292,3,14,11,9.94113,24
2/10 (50530) to (51532),1,CA*,0.02,3,7,4,9.94113,24
2/10 (50530) to (51532),2,A*,0.028959,3,14,11,9.94113,24
2/10 (50530) to (51532),2,CA*,0.019875,3,7,4,9.94113,24
2/10 (50530) to (51532),5,A*,0.021791,3,14,11,9.94113,24
2/10 (50530) to (51532),5,CA*,0.014958,3,7,4,9.94113,24
2/10 (50530) to (51532),10,A*,0.020083,3,14,11,9.94113,24
2/10 (50530) to (51532),10,CA*,0.020917,3,7,4,9.94113,24
3/10 (305485) to (306483),1,A*,0.030291,3,14,11,9.94113,24
3/10 (305485) to (306483),1,CA*,0.01825,3,7,4,9.94113,24
3/10 (305485) to (306483),2,A*,0.026583,3,14,11,9.94113,24
3/10 (305485) to (306483),2,CA*,0.021375,3,7,4,9.94113,24
3/10 (305485) to (306483),5,A*,0.030042,3,14,11,9.94113,24
3/10 (305485) to (306483),5,CA*,0.058125,3,7,4,9.94113,24
3/10 (305485) to (306483),10,A*,0.028459,3,14,11,9.94113,24
3/10 (305485) to (306483),10,CA*,0.019834,3,7,4,9.94113,24
4/10 (201468) to (39434),1,A*,7.88846,1542,3811,1240,9.94662,5112
4/10 (201468) to (39434),1,CA*,8.66621,1542,3294,795,9.94662,5112
4/10 (201468) to (39434),2,A*,29.9151,4156,12519,1427,11.4993,5910
4/10 (201468) to (39434),2,CA*,20.5663,4164,8533,878,11.4993,5910
4/10 (201468) to (39434),5,A*,10.4007,2085,4991,1425,12.1648,6252
4/10 (201468) to (39434),5,CA*,10.0213,2078,4411,982,12.122,6230
4/10 (201468) to (39434),10,A*,3.27967,630,2105,1369,11.8496,6090
4/10 (201468) to (39434),10,CA*,2.66712,612,1513,850,11.6589,5992
5/10 (5879) to (513465),1,A*,38.4915,7273,16974,1044,9.96031,5136
5/10 (5879) to (513465),1,CA*,35.2869,7251,14072,800,9.96031,5136
5/10 (5879) to (513465),2,A*,5.87475,1049,3102,1180,10.9532,5648
5/10 (5879) to (513465),2,CA*,5.58917,1033,2194,743,10.9067,5624
5/10 (5879) to (513465),5,A*,4.24821,748,2156,1203,11.5234,5942
5/10 (5879) to (513465),5,CA*,3.14233,747,1667,801,11.4924,5926
5/10 (5879) to (513465),10,A*,3.21479,654,1973,1220,11.6126,5988
5/10 (5879) to (513465),10,CA*,2.92762,653,1520,814,11.5699,5966
6/10 (8494) to (478350),1,A*,170.331,28858,59087,875,9.90274,5086
6/10 (8494) to (478350),1,CA*,150.017,28831,56957,857,9.90274,5086
6/10 (8494) to (478350),2,A*,4.34908,801,2635,1324,10.2766,5278
6/10 (8494) to (478350),2,CA*,3.6985,826,1827,730,10.261,5270
6/10 (8494) to (478350),5,A*,7.66788,1531,4277,1404,12.6831,6514
6/10 (8494) to (478350),5,CA*,7.26342,1520,3252,832,12.6208,6482
6/10 (8494) to (478350),10,A*,6.18767,1055,3223,1400,12.6831,6514
6/10 (8494) to (478350),10,CA*,4.76288,1051,2331,814,12.6208,6482
7/10 (22236) to (606763),1,A*,1248.29,147904,300756,1908,9.93735,10182
7/10 (22236) to (606763),1,CA*,1047.99,147425,278398,1831,9.93735,10182
7/10 (22236) to (606763),2,A*,29.141,5870,13136,2437,10.8977,11166
7/10 (22236) to (606763),2,CA*,25.2646,5828,10198,1473,10.8821,11150
7/10 (22236) to (606763),5,A*,13.1724,2491,7136,2438,11.6199,11906
7/10 (22236) to (606763),5,CA*,11.0293,2474,5246,1541,11.5692,11854
7/10 (22236) to (606763),10,A*,9.69367,1895,5626,2473,11.6394,11926
7/10 (22236) to (606763),10,CA*,7.89533,1894,4150,1542,11.5692,11854
8/10 (21110) to (606758),1,A*,1172.68,143412,295282,2078,9.89092,10144
8/10 (21110) to (606758),1,CA*,990.413,143729,275408,1974,9.89677,10150
8/10 (21110) to (606758),2,A*,35.8967,6624,17354,2422,10.9693,11250
8/10 (21110) to (606758),2,CA*,30.3775,6613,13189,1434,10.9537,11234
8/10 (21110) to (606758),5,A*,12.1365,2402,6877,2520,11.7377,12038
8/10 (21110) to (606758),5,CA*,10.7347,2398,5124,1574,11.6948,11994
8/10 (21110) to (606758),10,A*,9.48421,1858,5508,2553,11.7572,12058
8/10 (21110) to (606758),10,CA*,8.06442,1858,4100,1581,11.6948,11994
9/10 (2163) to (603748),1,A*,1263.97,151335,311379,1799,9.88461,10158
9/10 (2163) to (603748),1,CA*,1064.22,151503,289707,1792,9.89045,10164
9/10 (2163) to (603748),2,A*,32.6623,6076,16078,2385,10.8947,11196
9/10 (2163) to (603748),2,CA*,28.4656,6086,12136,1391,10.8791,11180
9/10 (2163) to (603748),5,A*,11.6465,2234,6433,2515,11.6245,11946
9/10 (2163) to (603748),5,CA*,9.79562,2224,4774,1572,11.5817,11902
9/10 (2163) to (603748),10,A*,9.32863,1738,5177,2541,11.644,11966
9/10 (2163) to (603748),10,CA*,7.39804,1742,3861,1572,11.5817,11902
10/10 (391483) to (60833),1,A*,203.648,32122,67947,1032,9.91815,5536
10/10 (391483) to (60833),1,CA*,173.228,32094,62936,1025,9.91815,5536
10/10 (391483) to (60833),2,A*,3.93254,749,2491,1312,10.3911,5800
10/10 (391483) to (60833),2,CA*,3.3345,743,1739,793,10.3338,5768
10/10 (391483) to (60833),5,A*,3.12629,603,2018,1323,10.6599,5950
10/10 (391483) to (60833),5,CA*,2.84512,600,1484,832,10.6885,5966
10/10 (391483) to (60833),10,A*,3.01083,578,1958,1324,10.882,6074
10/10 (391483) to (60833),10,CA*,2.47746,579,1446,831,10.8426,6052
1/10 (17192) to (17194),1,A*,0.021791,3,9,6,10,20
1/10 (17192) to (17194),1,CA*,0.014208,3,5,2,10,20
1/10 (17192) to (17194),2,A*,0.018916,3,9,6,10,20
1/10 (17192) to (17194),2,CA*,0.012958,3,5,2,10,20
1/10 (17192) to (17194),5,A*,0.0145,3,9,6,10,20
1/10 (17192) to (17194),5,CA*,0.010084,3,5,2,10,20
1/10 (17192) to (17194),10,A*,0.014584,3,9,6,10,20
1/10 (17192) to (17194),10,CA*,0.051166,3,5,2,10,20
2/10 (354416) to (353414),1,A*,0.022416,3,14,11,9.94113,24
2/10 (354416) to (353414),1,CA*,0.014084,3,7,4,9.94113,24
2/10 (354416) to (353414),2,A*,0.021083,3,14,11,9.94113,24
2/10 (354416) to (353414),2,CA*,0.012625,3,7,4,9.94113,24
2/10 (354416) to (353414),5,A*,0.019375,3,14,11,9.94113,24
2/10 (354416) to (353414),5,CA*,0.01325,3,7,4,9.94113,24
2/10 (354416) to (353414),10,A*,0.025292,3,14,11,9.94113,24
2/10 (354416) to (353414),10,CA*,0.015625,3,7,4,9.94113,24
